stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Geltendorf,119565,437999,48.10599,11.037455,
Gera Hbf,,163427,50.88342,12.077098,1
Gera Hbf,163427,400075,50.883423,12.077092,
Gießen,302315,607831,50.579884,8.663799,
Gießen Bahnhof,,302315,50.579884,8.663799,1
Gliwice,,573548,50.301105,18.677158,1
Gliwice,573548,383941,50.301105,18.677158,
Glogow,,307356,51.668957,16.079712,1
Glogow,307356,259011,51.668957,16.079712,
Gniezno,,493693,52.52965,17.602184,1
Gniezno,493693,483159,52.52965,17.602184,
Golling-Abtenau,,429652,47.600574,13.164086,1
Golling-Abtenau,429652,377514,47.600574,13.164086,
Gotha,,525207,50.93905,10.712328,1
Gotha,525207,524446,50.93907,10.712568,
Graz Hbf,,112032,47.072296,15.416437,1
Graz Hbf,112032,137973,47.072296,15.416437,
Greifswald,,289649,54.092926,13.370264,1
Greifswald,289649,351073,54.092854,13.370516,
Greifswald,289649,592512,54.092815,13.370453,
Greifswald,289649,620817,54.092922,13.370262,
Györ,,397469,47.68198,17.63479,1
Györ,397469,513136,47.68198,17.63479,
Gäufelden,,671620,48.559715,8.850103,1
Gäufelden,671620,640403,48.559734,8.85004,
Göppingen,,460598,48.70012,9.652344,1
Göppingen,460598,516011,48.699856,9.652146,
Göttingen,,589394,51.53672,9.925875,1
Göttingen,589394,125675,51.536865,9.92561,
Göttingen,589394,247575,51.536682,9.926424,
Göttingen,589394,283134,51.53667,9.925681,
Göttingen,589394,662979,51.53698,9.925599,
Göttingen,589394,84646,51.53674,9.925647,
Günzburg,,277860,48.460564,10.27926,1
Günzburg,277860,258591,48.46052,10.27926,
Günzburg,277860,424396,48.460575,10.279224,
Gütersloh Hbf,61060,173198,51.906822,8.384893,
Gütersloh Hbf,61060,578972,51.90686,8.38483,
"Gütersloh, Hbf/ZOB",,61060,51.906944,8.385072,1
HER Wanne-Eickel Hbf,,57963,51.531254,7.16578,1
Hagen Hbf,,383267,51.361965,7.461802,1
Hagen Hbf,383267,343750,51.362747,7.460249,
Hagen Hbf,383267,473315,51.362637,7.460589,
Hagen Hbf,383267,535775,51.36264,7.46049,
Hagen Hbf,383267,571135,51.363895,7.460697,
Hagen Hbf,383267,652221,51.363895,7.460877,
Hagen Hbf,383267,81732,51.36179,7.460302,
Halle(Saale)Hbf,,595207,51.47751,11.987085,1
Halle(Saale)Hbf,595207,381278,51.47751,11.987085,
Hallein,,206126,47.68517,13.099434,1
Hallein,206126,385478,47.68517,13.099434,
Hamburg Dammtor,534823,188733,53.560757,9.989569,
Hamburg Hbf,409759,302864,53.552357,10.007322,
Hamburg Hbf,409759,427814,53.552383,10.007493,
Hamburg Hbf,409759,498675,53.55187,10.007726,
Hamburg Hbf,409759,535232,53.55274,10.006905,
"Hamburg, Bergedorf",,186149,53.489857,10.205968,1
"Hamburg, Hamburg Dammtor",,534823,53.560783,9.989403,1
"Hamburg, Hamburg Hbf",,409759,53.552753,10.007925,1
"Hamburg, Hamburg-Altona",,125552,53.55325,9.935405,1
"Hamburg, Hamburg-Harburg",,452145,53.456375,9.990947,1
Hamburg-Altona,125552,530407,53.552692,9.935181,
Hamburg-Bergedorf,186149,141932,53.48963,10.205985,
Hamburg-Bergedorf,186149,384082,53.489754,10.206372,
Hamburg-Bergedorf,186149,440924,53.48955,10.206101,
Hamburg-Harburg(S),452145,30505,53.455902,9.991704,
"Hamm (Westf), Hauptbahnhof",,169548,51.678078,7.807824,1
Hamm(Westf)Hbf,169548,210546,51.678474,7.807276,
Hamm(Westf)Hbf,169548,321464,51.67856,7.807896,
Hamm(Westf)Hbf,169548,363866,51.678513,7.807617,
Hamm(Westf)Hbf,169548,441119,51.678616,7.808291,
Hamm(Westf)Hbf,169548,47721,51.678593,7.808121,
Hamm(Westf)Hbf,169548,489558,51.678436,7.807007,
Hamm(Westf)Hbf,169548,521373,51.6785,7.807492,
Hamm(Westf)Hbf,169548,82047,51.678078,7.807821,
Hanau Hauptbahnhof,,568041,50.121346,8.928415,1
Hanau Hbf,568041,371210,50.121346,8.928415,
Hannover Hauptbahnhof/E.-A.-Pl,,422038,52.375748,9.740702,1
Hannover Hbf,422038,618246,52.376762,9.741021,
Hannover Messe / Laatzen,,48602,52.317486,9.792149,1
Hannover Messe/Laatzen,48602,420287,52.317005,9.792903,
Hannover Messe/Laatzen,48602,452785,52.3169,9.792863,
Hannover Messe/Laatzen,48602,507606,52.316975,9.792607,
Hauptbahnhof,365030,409986,50.97211,11.037261,
Hauptbahnhof (oben),,206091,48.784878,9.182794,1
Hauptbahnhof A1,200391,202863,54.315235,10.131234,
Hegyeshalom,,563122,47.913975,17.145296,1
Hegyeshalom,563122,359435,47.913975,17.145296,
Hegyeshalom(Gr),,146293,47.93826,17.095844,1
Hegyeshalom(Gr),146293,509933,47.93826,17.095844,
Heide(Holst),,663680,54.192932,9.101242,1
Heide(Holst),663680,383343,54.19306,9.101122,
Heide(Holst),663680,642898,54.19317,9.100833,
Heidelberg Hbf,543110,165226,49.40351,8.674815,
Heidelberg Hbf,543110,268518,49.40359,8.67451,
Heidelberg Hbf,543110,32682,49.403843,8.675138,
Heidelberg Hbf,543110,336929,49.404106,8.675013,
Heidelberg Hbf,543110,50823,49.403625,8.674905,
Heidelberg Hbf,543110,603206,49.40382,8.674716,
Heidelberg Hbf,543110,620712,49.40392,8.674851,
"Heidelberg, Hauptbahnhof",,543110,49.404316,8.676243,1
"Helmstedt, Bahnhof",,405428,52.22207,11.010093,1
"Helmstedt, Bahnhof",405428,395848,52.222286,11.009869,
"Helmstedt, Bahnhof",405428,58284,52.222256,11.009923,
Hengelo,,675837,52.261852,6.793726,1
Hengelo,675837,187043,52.261852,6.793726,
Herford,253237,138149,52.11952,8.663236,
Herford,253237,177109,52.119453,8.663415,
"Herford, Bahnhof",,253237,52.11961,8.66364,1
Hermsdorf-Klosterlausnitz,,188809,50.90385,11.858619,1
Hermsdorf-Klosterlausnitz,188809,441355,50.903778,11.858626,
Herrenberg,,282436,48.593956,8.862626,1
Herrenberg,282436,144325,48.594112,8.862716,
Herrenberg,282436,297922,48.593933,8.862895,
Hildesheim Hauptbahnhof,,633662,52.159668,9.952588,1
Hildesheim Hbf,633662,249311,52.160027,9.952812,
Hildesheim Hbf,633662,404819,52.160275,9.952633,
Hilversum,,592782,52.22667,5.181399,1
Hilversum,592782,194070,52.22667,5.181399,
Hochfilzen,,570636,47.467712,12.626525,1
Hochfilzen,570636,463955,47.467712,12.626525,
Hohenems,,183970,47.364708,9.681001,1
Hohenems,183970,280304,47.364708,9.681001,
Homburg (Saar) Hbf,,331164,49.32808,7.337035,1
Homburg(Saar)Hbf,331164,454041,49.327587,7.33657,
Homburg(Saar)Hbf,331164,545014,49.327637,7.336362,
Hopfgarten im Brixental,,608892,47.455353,12.14918,1
Hopfgarten im Brixental,608892,301278,47.455353,12.14918,
Horb,593232,223986,48.44146,8.688829,
Horb,593232,362679,48.441597,8.688775,
Horb Bahnhof/ZOB,,593232,48.441853,8.688892,1
Hude,30807,178542,53.10937,8.461016,
Hude(Oldb),,30807,53.10937,8.460953,1
Husum,,619002,54.472015,9.056272,1
Husum,619002,569801,54.472088,9.055957,
Immenstadt,,401850,47.559204,10.213997,1
"Immenstadt, Bahnhof",401850,296384,47.559406,10.212785,
"Immenstadt, Bahnhof",401850,583970,47.559464,10.212461,
Imst-Pitztal,,449652,47.219074,10.76167,1
Imst-Pitztal,449652,211803,47.219074,10.76167,
Ingolstadt Hbf,,301575,48.74455,11.437341,1
Ingolstadt Hbf,301575,135404,48.745197,11.436111,
Ingolstadt Hbf,301575,490678,48.744904,11.436021,
Ingolstadt Hbf,301575,651243,48.74454,11.437337,
"Ingolstadt, Hauptbahnhof",301575,413767,48.745193,11.435967,
Innsbruck Hauptbahnhof,,403048,47.263332,11.40051,1
Innsbruck Hbf,403048,385431,47.263237,11.401028,
Inowroclaw,,140292,52.804947,18.24406,1
Inowroclaw,140292,216189,52.804947,18.24406,
Interlaken Ost,,490652,46.6905,7.869,1
Interlaken Ost,490652,192293,46.6905,7.869,
Interlaken West,,347205,46.68295,7.851366,1
Interlaken West,347205,182367,46.68295,7.851366,
"Iserl., Letmathe Bf",,396148,51.362835,7.618396,1
Itzehoe,,369591,53.92408,9.510151,1
Itzehoe,369591,56054,53.923794,9.510167,
Jaroslaw,,620567,50.01067,22.677896,1
Jaroslaw,620567,119302,50.01067,22.677896,
Jena Paradies,,297799,50.924854,11.587468,1
Jena Paradies,297799,239697,50.924854,11.587461,
Jena West,,82991,50.923286,11.57785,1
Jena West,82991,400648,50.923286,11.577848,
Jena-Göschwitz,,221351,50.8838,11.593217,1
Jena-Göschwitz,221351,515252,50.88394,11.593537,
Jenbach,,486913,47.388447,11.778454,1
Jenbach,486913,558200,47.388447,11.778454,
Jesenice(Gr),,361364,46.48141,14.020333,1
Jesenice(Gr),361364,466824,46.48141,14.020333,
Jesenice(SL),,595155,46.436325,14.054913,1
Jesenice(SL),595155,418487,46.436325,14.054913,
Jüterbog,27305,177984,51.997135,13.053549,
"Jüterbog, Bahnhof",,27305,51.997562,13.054871,1
Kaiserslautern Hbf,127714,543483,49.435856,7.768559,
Kaiserslautern Hbf,127714,72775,49.435905,7.768532,
"Kaiserslautern, Hbf",,127714,49.436264,7.768253,1
Kapfenberg,,230608,47.44512,15.292088,1
Kapfenberg,230608,118978,47.44512,15.292088,
Karlsruhe Hauptbahnhof,,141893,48.993347,8.401036,1
Karlsruhe Hbf,141893,171219,48.993355,8.401269,
Karlsruhe Hbf,141893,251922,48.99332,8.401422,
Karlsruhe Hbf,141893,302294,48.993732,8.401071,
Karlsruhe Hbf,141893,334763,48.993675,8.401116,
Karlsruhe Hbf,141893,383755,48.993515,8.402181,
Karlsruhe Hbf,141893,436884,48.99302,8.401575,
Karlsruhe Hbf,141893,500416,48.993557,8.401179,
Karlsruhe Hbf,141893,531926,48.993473,8.401179,
Karlsruhe Hbf,141893,564084,48.992954,8.40161,
Karlsruhe Hbf,141893,614610,48.99313,8.401503,
Karlsruhe Hbf,141893,75323,48.99385,8.401009,
Karlsruhe-Durlach,,514432,49.00225,8.462759,1
Karlsruhe-Durlach,514432,109573,49.00207,8.462597,
Karlsruhe-Durlach,514432,157293,49.002155,8.462328,
Karlsruhe-Durlach,514432,385126,49.002167,8.462489,
Kassel Bahnhof Wilhelmshöhe,,383009,51.31313,9.44705,1
Kassel Hauptbahnhof,,11136,51.31809,9.490313,1
Kassel Hbf,11136,431362,51.31826,9.489501,
Kassel-Wilhelmshöhe,383009,459337,51.312435,9.448181,
Katowice,,236969,50.257515,19.017164,1
Katowice,236969,570465,50.257515,19.017164,
Kaufbeuren,,307216,47.87543,10.629495,1
"Kaufbeuren, Bahnhof",307216,39112,47.875595,10.628795,
"Kaufbeuren, Bahnhof",307216,409884,47.87554,10.628714,
Kedzierzyn Kozle,,584887,50.34436,18.204765,1
Kedzierzyn Kozle,584887,650444,50.34436,18.204765,
Kehl,290951,569778,48.576656,7.806556,
Kehl Bahnhof,,290951,48.57667,7.806818,1
Kehl(Gr),,345211,48.575645,7.801118,1
Kehl(Gr),345211,279464,48.575645,7.801118,
Keitum,,65808,54.888996,8.368841,1
Keitum,65808,421664,54.888973,8.368772,
Kempten (Allgäu) Hbf,,84158,47.711746,10.317618,1
Kempten(Allgäu)Hbf,84158,239662,47.7118,10.317645,
Kiel Hauptbahnhof,,200391,54.315582,10.131145,1
Kirchberg in Tirol,,103115,47.448917,12.309101,1
Kirchberg in Tirol,103115,125385,47.448917,12.309101,
Kitzbühel,,663101,47.45411,12.391045,1
Kitzbühel,663101,335973,47.45411,12.391045,
Kitzbühel Hahnenkamm,,182270,47.44339,12.389856,1
Kitzbühel Hahnenkamm,182270,133179,47.44339,12.389856,
Klagenfurt Hbf,,613018,46.615585,14.313569,1
Klagenfurt Hbf,613018,579772,46.615585,14.313569,
Klanxbüll,,231393,54.86234,8.675999,1
Klanxbüll,231393,88890,54.862103,8.676329,
Koblenz Hauptbahnhof,,169133,50.350925,7.588339,1
Koblenz Hauptbahnhof,169133,128649,50.35007,7.590414,
Koblenz Hauptbahnhof,169133,194245,50.350533,7.590459,
Koblenz Hbf,169133,630272,50.35093,7.588345,
Koebenhavn H,,511152,55.67272,12.564617,1
Koebenhavn H,511152,215070,55.67272,12.564617,
Koebenhavn Syd,,647448,55.65242,12.516317,1
Koebenhavn Syd,647448,215307,55.65242,12.516317,
Kolding st,,579231,55.49084,9.481528,1
Kolding st,579231,466595,55.49084,9.481528,
Kolin(CZ),,399934,50.025436,15.214279,1
Kolin(CZ),399934,670464,50.025436,15.214279,
Konin,,238884,52.231396,18.253336,1
Konin,238884,578598,52.231396,18.253336,
Konstanz,322849,191054,47.658752,9.177312,
Konstanz,322849,40190,47.658836,9.177414,
Konstanz Bahnhof,,322849,47.658794,9.17727,1
Kornwestheim,,577888,48.86216,9.179965,1
Kornwestheim Pbf,577888,139567,48.86222,9.179964,
Korsoer st,,670381,55.3572,11.135125,1
Korsoer st,670381,603649,55.3572,11.135125,
Krakow Glowny,,422156,50.067196,19.947426,1
Krakow Glowny,422156,201252,50.067196,19.947426,
Krakow Plaszow,,558284,50.03509,19.974894,1
Krakow Plaszow,558284,370096,50.03509,19.974894,
Kranj,,586781,46.23901,14.348167,1
Kranj,586781,355167,46.23901,14.348167,
Kreuztal,24442,349621,50.955246,7.992805,
Kreuztal,24442,495652,50.95596,7.991961,
Kreuztal Bf,,24442,50.956024,7.991691,1
Kronach,,235401,50.23961,11.320111,1
Kronach,235401,360336,50.239956,11.320165,
Kronach,235401,486630,50.239956,11.320291,
Krsko,,245535,45.95624,15.493454,1
Krsko,245535,47194,45.95624,15.493454,
Krumpendorf/Wörthersee,,58794,46.62633,14.221512,1
Krumpendorf/Wörthersee,58794,459271,46.62633,14.221512,
Kufstein,,385546,47.58308,12.16555,1
Kufstein,385546,363503,47.58308,12.16555,
Kutno,,161935,52.226963,19.348616,1
Kutno,161935,67789,52.226963,19.348616,
Kuty,,34134,48.661892,17.047695,1
Kuty,34134,50374,48.661892,17.047695,
Kuty(Gr),,561689,48.71108,17.000406,1
Kuty(Gr),561689,94054,48.71108,17.000406,
Köln Hbf,,8204,50.94303,6.958727,1
Köln Hbf,8204,114660,50.94323,6.958332,
Köln Hbf,8204,169026,50.943134,6.95809,
Köln Hbf,8204,170779,50.9433,6.958485,
Köln Hbf,8204,238599,50.94303,6.958729,
Köln Hbf,8204,436004,50.943333,6.958566,
Köln Hbf,8204,545712,50.943497,6.958943,
Köln Hbf,8204,592364,50.943195,6.958251,
Köln Hbf,8204,69463,50.9434,6.958719,
Köln Hbf,8204,70174,50.943436,6.958808,
Köln Messe/Deutz,530413,224717,50.940876,6.975921,
Köln Messe/Deutz,530413,595608,50.940674,6.975858,
Köln Messe/Deutz Bf,,530413,50.940876,6.974996,1
Köln Messe/Deutz Gl.11-12,530413,273842,50.9416,6.973954,
Köln Messe/Deutz Gl.11-12,530413,291653,50.941723,6.974067,
Köln Messe/Deutz Gl.11-12,530413,294750,50.941566,6.973855,
Köln Süd,201024,272021,50.92764,6.937572,
Köln Süd Bf,,201024,50.9273,6.938048,1
Köln/Bonn Flughafen,618178,112260,50.879063,7.11958,
Köln/Bonn Flughafen,618178,389767,50.879154,7.119158,
Königs Wusterhausen,96925,554269,52.29666,13.63135,
Köthen,,117739,51.75193,11.989358,1
Köthen,117739,91014,51.75193,11.989358,
Lahr(Schwarzw),,258668,48.340958,7.835572,1
Lahr(Schwarzw),258668,541935,48.340958,7.835572,
Lancut,,159704,50.08143,22.227507,1
Lancut,159704,6919,50.08143,22.227507,
Landeck-Zams,,572075,47.148243,10.578392,1
Landeck-Zams,572075,514960,47.148243,10.578392,
Landquart,,282778,46.96744,9.554045,1
Landquart,282778,48746,46.96744,9.554045,
Landstuhl,363066,451500,49.416283,7.56624,
"Landstuhl, Bahnhof",,363066,49.416332,7.566159,1
Langen am Arlberg,,616592,47.13172,10.120375,1
Langen am Arlberg,616592,209696,47.13172,10.120375,
Langenhagen Bahnhof Mitte,,254519,52.44028,9.726024,1
Langenhagen Mitte,254519,133030,52.440155,9.725539,
Langenhagen Mitte,254519,648041,52.440178,9.725413,
Leer(Ostfriesl),,190540,53.23141,7.465229,1
Leer(Ostfriesl),190540,276670,53.231438,7.46537,
Legnica,,426133,51.21385,16.168922,1
Legnica,426133,182501,51.21385,16.168922,
Leipzig Hbf,,336338,51.34547,12.382064,1
Leipzig Hbf,336338,462858,51.34547,12.382064,
Leipzig/Halle Flughafen,,595348,51.42334,12.223426,1
Leipzig/Halle Flughafen,595348,297592,51.42334,12.223426,
Lennestadt-Altenhundem,332805,403987,51.103645,8.071282,
Lennestadt-Altenhundem Bf,,332805,51.10413,8.071516,1
Lennestadt-Grevenbrück,632740,118715,51.141613,8.018227,
Lennestadt-Grevenbrück,632740,566543,51.14155,8.018138,
Lennestadt-Grevenbrück Bf,,632740,51.141777,8.017976,1
Leoben Hbf,,486121,47.386604,15.089603,1
Leoben Hbf,486121,227749,47.386604,15.089603,
Lesce-Bled,,563367,46.360416,14.157971,1
Lesce-Bled,563367,548282,46.360416,14.157971,
Letmathe,396148,209943,51.362705,7.618091,
Letmathe,396148,659373,51.362785,7.61801,
Lichtenfels,,169463,50.146454,11.059474,1
Lichtenfels Bahnhof,169463,503196,50.14574,11.05995,
Lichtenfels Bahnhof,169463,585022,50.146103,11.06039,
Liestal,,553970,47.484375,7.731353,1
Liestal,553970,513751,47.484375,7.731353,
Liezen,,307968,47.56271,14.241886,1
Liezen,307968,73745,47.56271,14.241886,
Limburg (Lahn) Süd (ICE),,144688,50.38191,8.095532,1
Limburg Süd,144688,292302,50.382423,8.09593,
Limburg Süd,144688,31555,50.3819,8.095546,
Lindau-Reutin,,238920,47.552383,9.703287,1
Lindau-Reutin,238920,141678,47.552383,9.703292,
Lingen(Ems),239538,314958,52.519867,7.321731,
"Lingen, Bahnhof",,239538,52.51964,7.32127,1
Linz Hbf,,431666,48.29018,14.292131,1
Linz Hbf,431666,350309,48.29018,14.292131,
Lippstadt,182140,100271,51.67074,8.349113,
Lippstadt,182140,462396,51.670666,8.348161,
"Lippstadt, Bustreff Bahnhof",,182140,51.67069,8.348781,1
Liège-Guillemins,,61083,50.62436,5.566483,1
Liège-Guillemins,61083,458525,50.62436,5.566483,
Ljubljana,,187830,46.05869,14.512937,1
Ljubljana,187830,519154,46.05869,14.512937,
Lubin,,8064,51.39612,16.193586,1
Lubin,8064,175143,51.39612,16.193586,
Ludwigsburg,,603949,48.892082,9.185229,1
Ludwigsburg,603949,540374,48.892147,9.185409,
Ludwigshafen(Rh)Hbf,575786,187,49.47522,8.432333,
"Ludwigshafen, Hauptbahnhof",,575786,49.476994,8.433321,1
Ludwigslust,325861,555821,53.334885,11.49398,
Ludwigslust,325861,609322,53.335007,11.494151,
Ludwigslust,325861,647479,53.33467,11.494491,
Ludwigslust,325861,661137,53.335045,11.494205,
Ludwigslust Bahnhof,,325861,53.334454,11.494384,1
Ludwigsstadt,,319452,50.486584,11.382993,1
Ludwigsstadt Bahnhof,319452,90680,50.48694,11.383083,
Lunderskov st,,202183,55.48012,9.303791,1
Lunderskov st,202183,28519,55.48012,9.303791,
Lutherstadt Wittenberg Hbf,,509115,51.86781,12.662285,1
Lutherstadt Wittenberg Hbf,509115,454114,51.86781,12.662285,
Lübben(Spreewald),465962,498367,51.93978,13.877006,
Lübben(Spreewald),465962,538872,51.939842,13.877132,
"Lübben, Bahnhof",,465962,51.939842,13.877383,1
Lübbenau(Spreewald),599798,332015,51.862095,13.961176,
Lübbenau(Spreewald),599798,451572,51.862026,13.961095,
"Lübbenau, Bahnhof",,599798,51.862114,13.962173,1
Lübeck Hbf,,203513,53.867214,10.668884,1
Lübeck Hbf,203513,315953,53.8676,10.668868,
Lüneburg,,556512,53.249966,10.419999,1
Lüneburg,556512,154147,53.24966,10.419892,
Lüneburg,556512,447980,53.249535,10.419739,
Lüneburg,556512,513485,53.24953,10.419999,
MG Hbf /Europaplatz,,255332,51.196583,6.446113,1
MG Rheydt Hbf,,456722,51.163162,6.441055,1
Maasbüll(b Niebüll),,569476,54.754414,8.812732,1
Maasbüll(b Niebüll),569476,663845,54.754414,8.812732,
Magdeburg Hbf,,459666,52.130512,11.626963,1
Magdeburg Hbf,459666,432335,52.130512,11.626963,
Mainz Hbf,668661,346025,50.001118,8.25872,
"Mainz, Hauptbahnhof",,668661,50.00145,8.258419,1
Mallnitz-Obervellach,,444152,46.981213,13.176498,1
Mallnitz-Obervellach,444152,619853,46.981213,13.176498,
Mannheim Hbf,625082,253795,49.47923,8.470026,
Mannheim Hbf,625082,373258,49.479355,8.468921,
Mannheim Hbf,625082,486006,49.479076,8.46982,
Mannheim Hbf,625082,532561,49.479134,8.4699,
Mannheim Hbf,625082,617653,49.47901,8.469757,
Mannheim Hbf,625082,658580,49.47928,8.47008,
Mannheim Hbf,625082,70862,49.478836,8.469559,
"Mannheim, Hauptbahnhof",,625082,49.479748,8.469936,1
Marburg Hauptbahnhof,,298734,50.819263,8.774011,1
Marburg(Lahn),298734,482748,50.81922,8.775031,
Marburg(Lahn),298734,49280,50.819256,8.77516,
Maribor,,571816,46.562065,15.658011,1
Maribor,571816,499409,46.562065,15.658011,
Marienhafe,154199,616864,53.519238,7.27436,
Marienhafe Bahnhof,,154199,53.519897,7.273198,1
Memmingen,,109084,47.985584,10.18685,1
"Memmingen, Bahnhof ZOB",109084,212797,47.984997,10.186392,
"Memmingen, Bahnhof ZOB",109084,651218,47.985085,10.186419,
Meppen,591721,151405,52.696022,7.298015,
"Meppen, Bahnhof",,591721,52.69565,7.298111,1
Miechow,,197849,50.35442,20.011295,1
Miechow,197849,443667,50.35442,20.011295,
Minden(Westf),431764,25200,52.29061,8.934859,
Minden(Westf),431764,302538,52.290154,8.934859,
"Minden, Bahnhof",,431764,52.29014,8.934734,1
"Minden, Kaiserstraße",,608877,52.289364,8.927862,1
"Minden, Kaiserstraße",608877,470180,52.289368,8.927862,
Mittenwald,,119212,47.44003,11.265709,1
Mittenwald,119212,346520,47.440243,11.265224,
Mittenwald,119212,507640,47.440277,11.265089,
Mittenwald,119212,51412,47.440125,11.26517,
Mittenwald (Gr),,443130,47.39807,11.267443,1
Mittenwald(Gr),443130,511741,47.39807,11.267441,
Montabaur,386376,299264,50.444836,7.825333,
Montabaur Bf,,386376,50.44483,7.825323,1
Mosonmagyarovar,,71242,47.850357,17.266424,1
Mosonmagyarovar,71242,262804,47.850357,17.266424,
Murnau,,164856,47.682266,11.192631,1
Murnau,164856,189536,47.682854,11.193053,
Murnau,164856,620192,47.68262,11.192559,
Mönchengladbach Hbf,255332,16868,51.19659,6.44623,
Mönchengladbach Hbf,255332,352518,51.19677,6.445852,
Mönchengladbach Hbf,255332,502310,51.196808,6.44578,
Mönchengladbach Hbf,255332,548327,51.196697,6.446014,
Mühlacker,422179,187378,48.95299,8.846079,
Mühlacker Bahnhof,,422179,48.95299,8.846079,1
Mülheim Hauptbahnhof,,247785,51.430553,6.886431,1
Mülheim(Ruhr)Hbf,247785,666754,51.431454,6.88679,
Mülheim(Ruhr)Hbf,247785,667054,51.43114,6.886665,
Müllheim (Baden) Bahnhof,,508443,47.809597,7.599487,1
Müllheim im Markgräflerland,508443,470036,47.809742,7.599332,
München Hbf,,328129,48.14029,11.559602,1
München Hbf,328129,104443,48.140232,11.558335,
München Hbf,328129,123429,48.14134,11.556179,
München Hbf,328129,13573,48.139954,11.553799,
München Hbf,328129,147283,48.1399,11.553772,
München Hbf,328129,147764,48.14008,11.553853,
München Hbf,328129,253573,48.14008,11.557518,
München Hbf,328129,266413,48.140026,11.557518,
München Hbf,328129,314137,48.14086,11.557662,
München Hbf,328129,341375,48.140553,11.557608,
München Hbf,328129,346224,48.140385,11.557572,
München Hbf,328129,350761,48.140236,11.557545,
München Hbf,328129,375389,48.140182,11.557527,
München Hbf,328129,389872,48.140705,11.557617,
München Hbf,328129,430303,48.140812,11.557644,
München Hbf,328129,46772,48.140034,11.553826,
München Hbf,328129,509691,48.13988,11.557491,
München Hbf,328129,514351,48.1405,11.55759,
München Hbf,328129,571595,48.14097,11.557671,
München Hbf,328129,587856,48.14141,11.556206,
München Hbf,328129,60016,48.14065,11.557617,
München Hbf,328129,602074,48.141212,11.556161,
München Hbf,328129,609723,48.14033,11.557572,
München Hbf,328129,647554,48.141293,11.556161,
München Hbf,328129,659422,48.139828,11.553727,
München Hbf,328129,660275,48.13994,11.557491,
München Ost,65697,26662,48.127304,11.605533,
München Ost,65697,87281,48.127388,11.605407,
München-Pasing,272180,262415,48.149853,11.461872,
Münster Hauptbahnhof,,521906,51.9567,7.63444,1
Münster(Westf)Hbf,521906,173682,51.956894,7.636452,
Münster(Westf)Hbf,521906,323531,51.95694,7.636075,
Münster(Westf)Hbf,521906,485740,51.95697,7.635815,
Münster(Westf)Hbf,521906,594503,51.95702,7.635446,
Münster(Westf)Hbf,521906,64958,51.95698,7.635743,
Mürzzuschlag,,3818,47.60795,15.677393,1
Mürzzuschlag,3818,450239,47.60795,15.677393,
Nagymaros-Visegrad,,338411,47.790894,18.9588,1
Nagymaros-Visegrad,338411,490622,47.790894,18.9588,
Naumburg(Saale)Hbf,,425541,51.16307,11.796984,1
Naumburg(Saale)Hbf,425541,496492,51.16307,11.796984,
Neu-Ulm,407609,412971,48.39352,10.005831,
Neu-Ulm Bahnhof,,407609,48.39346,10.004789,1
Neumarkt am Wallersee,,296665,47.95532,13.225574,1
Neumarkt am Wallersee,296665,229338,47.95532,13.225574,
Neumünster,,277633,54.07566,9.979757,1
Neumünster,277633,98609,54.075672,9.979839,
Neuss Hauptbahnhof,,189075,51.203526,6.683106,1
Neuss Hbf,189075,11901,51.20435,6.684527,
Neuss Hbf,189075,602554,51.205223,6.684885,
Neustadt(Weinstr)Hbf,628501,244101,49.34955,8.141557,
"Neustadt, Hauptbahnhof",,628501,49.35004,8.139985,1
"Neustadt, Hauptbahnhof",628501,388756,49.349648,8.141584,
Niebüll,,316981,54.78956,8.834768,1
Niebüll,316981,192428,54.789566,8.834805,
Niebüll,316981,243343,54.789547,8.834721,
Niebüll neg,,619700,54.78955,8.832959,1
Niebüll neg,619700,115486,54.78955,8.832959,
Nienburg(Weser),,472534,52.645344,9.217862,1
Nienburg(Weser),472534,313512,52.645363,9.2179,
Norddeich,224800,210634,53.62158,7.160824,
Norddeich Mole,243719,238640,53.62432,7.158739,
Norddeich(Norden),,224800,53.62152,7.160884,1
Norddeich(Norden) Mole,,243719,53.62432,7.158739,1
Norden,99731,160656,53.588104,7.219352,
Norden(Ostfriesl),,99731,53.588013,7.219321,1
Nove Zamky,,270952,47.995003,18.173956,1
Nove Zamky,270952,644484,47.995003,18.173956,
Nyborg st,,195895,55.314068,10.802921,1
Nyborg st,195895,27741,55.314068,10.802921,
Nürnberg Hbf,,176379,49.445614,11.082992,1
Nürnberg Hbf,176379,100701,49.445053,11.08248,
Nürnberg Hbf,176379,174380,49.445267,11.082363,
Nürnberg Hbf,176379,238020,49.44541,11.082291,
Nürnberg Hbf,176379,248709,49.445545,11.082228,
Nürnberg Hbf,176379,337236,49.44475,11.082632,
Nürnberg Hbf,176379,346924,49.445644,11.082165,
Nürnberg Hbf,176379,378597,49.444798,11.082623,
Nürnberg Hbf,176379,459477,49.44801,11.082327,
Nürnberg Hbf,176379,487778,49.44516,11.082417,
Oberhausen Hbf,,351479,51.474,6.853346,1
Oberhausen Hbf,351479,134981,51.474415,6.851567,
Oberhausen Hbf,351479,386286,51.474346,6.851693,
Oberhausen Hbf,351479,524337,51.474285,6.851846,
Oberhausen Hbf,351479,536635,51.474876,6.851588,
Oberhausen Hbf,351479,91598,51.474583,6.851163,
